VendorNumber,VendorName,Brand,Description,PurchasePrice,actualprice,Volume,totalpurchasequantity,totalpurchasedollars,totalsalesquantity,totalsalesdollars,totalsalesprice,totalexcisetax,freightcost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
4425,MARTIGNETTI COMPANIES,26557,King Est Pnt Gris Ore,11.4,17.99,750.0,3563.0,40618.19999999992,2808.0,50540.919999999795,2808.0,311.83999999999963,144929.24,9922.719999999877,19.63304189951413,0.788099915801291,1.2442924600302303
9552,M S WALKER INC,4362,Ron Virgin Heavy Bodied Rum,6.05,7.99,1000.0,6712.0,40607.59999999993,6783.0,54196.16999999994,6783.0,7122.149999999996,55551.819999999985,13588.570000000007,25.072934120621483,1.0105780691299167,1.334631202040998
480,BACARDI USA INC,4404,Bacardi Gold Rum,4.32,5.99,375.0,9389.0,40560.48000000012,9223.0,62791.7700000002,9223.0,3618.2300000000073,89286.26999999999,22231.29000000008,35.40478314275901,0.9823197358611141,1.5481022413935934
9165,ULTRA BEVERAGE COMPANY LLP,41940,Lange Willamette Pnt Nr,14.28,22.99,750.0,2838.0,40526.64000000009,2791.0,64029.090000000026,2791.0,310.2899999999996,68054.70000000003,23502.44999999994,36.70589414904995,0.9834390415785764,1.5799259450080216
9552,M S WALKER INC,26427,Latour Pouilly Fuisse,14.19,22.99,750.0,2850.0,40441.49999999987,2766.0,61188.33999999998,2766.0,307.9599999999998,55551.819999999985,20746.840000000113,33.906525328191805,0.9705263157894737,1.5130086668397607
1485,CASTLE BRANDS CORP.,8520,Brady's Irish Cream,12.3,15.99,1750.0,3283.0,40380.900000000016,3177.0,54299.22999999985,3177.0,5838.829999999982,8497.589999999998,13918.329999999834,25.632647092785426,0.9677124581175753,1.3446760721033912
480,BACARDI USA INC,802,Bacardi Torched Cherry Rum,7.99,11.99,750.0,5049.0,40341.50999999991,4962.0,57060.379999999976,4962.0,3910.699999999959,89286.26999999999,16718.870000000068,29.30031310692301,0.9827688651218063,1.4144334210593532
3252,E & J GALLO WINERY,35666,Redwood Creek Chard Cal,6.12,9.99,1500.0,6588.0,40318.56000000039,7269.0,72942.31000000043,7269.0,1627.6900000000219,61966.909999999996,32623.750000000044,44.72541382360916,1.1033697632058288,1.8091496819330781
4425,MARTIGNETTI COMPANIES,19947,Josh Cellars Svgn Bl,8.72,12.99,750.0,4621.0,40295.119999999835,4485.0,63200.150000000045,4485.0,498.6200000000037,144929.24,22905.03000000021,36.242050058425804,0.9705691408785977,1.5684318597388542
7153,PINE STATE TRADING CO,11196,Angelini Pnt Grigio Veneto,5.88,10.99,750.0,6850.0,40278.00000000016,5697.0,58661.02999999994,5697.0,633.8000000000094,15884.819999999998,18383.02999999978,31.33772114127522,0.8316788321167883,1.4564037439793363
17035,PERNOD RICARD USA,1036,Jameson Trilogy Pack,29.84,39.99,200.0,1349.0,40254.16000000003,1401.0,56025.98999999991,1401.0,294.20999999999935,123780.21999999997,15771.829999999878,28.150917101152345,1.0385470719051149,1.3918062133205578
480,BACARDI USA INC,4228,Bacardi 8,14.7,19.99,750.0,2736.0,40219.200000000135,2681.0,57553.190000000046,2681.0,2114.0699999999956,89286.26999999999,17333.98999999991,30.118208912485816,0.9798976608187134,1.430987936110113
8892,TRINCHERO FAMILY ESTATES,37842,Dona Paula Malbec Mendoza,7.74,12.99,750.0,5192.0,40186.079999999936,5283.0,63343.17000000008,5283.0,588.5600000000067,11595.970000000003,23157.090000000142,36.55814825813125,1.017526964560863,1.5762465510445451
3924,HEAVEN HILL DISTILLERIES,4565,Christian Bros VS Brandy,6.71,10.49,750.0,5981.0,40132.509999999886,5916.0,57242.33999999982,5916.0,4663.229999999923,14069.869999999995,17109.829999999936,29.89016521686568,0.9891322521317505,1.426333413982828
4425,MARTIGNETTI COMPANIES,25728,Chappellet Signature Cab Svg,37.49,56.99,750.0,1068.0,40039.31999999998,879.0,50550.20999999998,879.0,97.78999999999989,144929.24,10510.89,20.792969999531167,0.8230337078651685,1.2625141985428325
4425,MARTIGNETTI COMPANIES,37984,Barone Fini Pnt Gr Valdadige,7.58,10.99,750.0,5282.0,40037.5599999998,5401.0,59976.989999999976,5401.0,601.5400000000068,144929.24,19939.430000000175,33.24513284177846,1.0225293449450965,1.4980181109937838
1392,CONSTELLATION BRANDS INC,35471,R M Woodbridge Pnt Grigio,3.35,7.99,750.0,11941.0,40002.34999999983,11342.0,66622.70000000039,11342.0,1268.1000000000163,79528.99,26620.35000000056,39.956876560091985,0.9498366970940457,1.6654696536578644
4425,MARTIGNETTI COMPANIES,18642,Yellow Tail Pink Moscato,5.81,9.99,1500.0,6866.0,39891.46000000031,6784.0,66912.7200000007,6784.0,1518.0100000000193,144929.24,27021.260000000388,40.382844995690064,0.9880570929216429,1.6773695422529076
9165,ULTRA BEVERAGE COMPANY LLP,426,Crystal Head Vodka,6.29,7.99,50.0,6342.0,39891.17999999993,6835.0,54611.64999999973,6835.0,350.9299999999951,68054.70000000003,14720.469999999805,26.95481641737592,1.0777357300536108,1.369015657095123
6785,PALM BAY INTERNATIONAL INC,6658,Ch de la Chaize Brouilly,11.03,15.99,750.0,3616.0,39884.48000000004,3836.0,42582.639999999716,3836.0,428.6400000000009,13605.409999999998,2698.159999999676,6.3362910331526985,1.0608407079646018,1.0676493713845505
8892,TRINCHERO FAMILY ESTATES,15548,Seaglass Chard,6.07,8.99,750.0,6566.0,39855.61999999979,6360.0,57176.39999999982,6360.0,708.4700000000093,11595.970000000003,17320.780000000028,30.29358266697463,0.9686262564727384,1.4345881459126748
516,BANFI PRODUCTS CORP,17967,Banfi Principessa Gavia Gav,8.96,12.99,750.0,4445.0,39827.19999999989,4362.0,62798.38000000006,4362.0,485.67000000000326,8510.410000000002,22971.180000000175,36.57925570691498,0.9813273340832396,1.5767711513739415
8112,MOET HENNESSY USA INC,4683,Hennessy VS Cognac,2.96,3.79,50.0,13453.0,39820.87999999997,12569.0,49984.70999999891,12569.0,647.6699999999998,48347.26,10163.82999999894,20.33387809992128,0.9342897494982532,1.2552387089386008
17035,PERNOD RICARD USA,5780,Malibu Black,10.44,14.99,750.0,3814.0,39818.15999999984,3775.0,53854.24999999974,3775.0,2977.1199999999744,123780.21999999997,14036.089999999895,26.063105511635502,0.9897745149449397,1.3525047365322744
3960,DIAGEO NORTH AMERICA INC,8101,Tanqueray,1.47,1.99,50.0,27081.0,39809.06999999998,27111.0,53950.88999999874,27111.0,1409.8200000000363,257032.07000000007,14141.819999998763,26.212394271900042,1.0011077877478676,1.3552411548423204
1128,BROWN-FORMAN CORP,2871,Woodford Reserve Rye,33.59,41.99,750.0,1185.0,39804.15000000011,1075.0,41211.24999999984,1075.0,847.5599999999998,68601.68000000001,1407.0999999997293,3.414358943249076,0.9071729957805907,1.0353505853032843
8892,TRINCHERO FAMILY ESTATES,47090,Napa Cellars Cab Svgn Napa,15.58,23.99,750.0,2553.0,39775.73999999989,2504.0,60070.96000000002,2504.0,278.10999999999956,11595.970000000003,20295.220000000132,33.78540978869012,0.9808068938503721,1.5102411671033698
8320,SHAW ROSS INT L IMP LTD,19150,Esclans Whispering Angel Ros,14.66,21.99,750.0,2713.0,39772.5799999999,2489.0,50890.10999999995,2489.0,278.7400000000001,3151.9200000000014,11117.53000000005,21.846150460276192,0.9174345742720236,1.2795275036218439
1392,CONSTELLATION BRANDS INC,39708,R Mondavi Pvt Sln Pnt Grigio,4.72,7.99,750.0,8426.0,39770.71999999983,7572.0,63447.97999999974,7572.0,843.9300000000137,79528.99,23677.259999999915,37.31759466574036,0.8986470448611441,1.595344011876074
9165,ULTRA BEVERAGE COMPANY LLP,25531,BR Cohn Silver Cab Svgn Snm,15.68,24.99,750.0,2535.0,39748.80000000008,2408.0,50490.9199999998,2408.0,268.28999999999985,68054.70000000003,10742.119999999719,21.275350102552622,0.9499013806706115,1.2702501710743392
9165,ULTRA BEVERAGE COMPANY LLP,4447,Patron XO Cafe Dark Cocoa,20.63,25.99,750.0,1926.0,39733.37999999993,1942.0,50823.579999999856,1942.0,1531.2200000000087,68054.70000000003,11090.199999999924,21.82097365041966,1.008307372793354,1.2791154439919268
4425,MARTIGNETTI COMPANIES,44944,Sanford Santa Rita Pnt Nr,14.93,22.99,750.0,2656.0,39654.08000000006,1133.0,26047.669999999925,1133.0,126.37999999999985,144929.24,-13606.410000000134,-52.23657240743672,0.4265813253012048,0.6568723823626695
480,BACARDI USA INC,6638,M & R Asti,16.23,24.99,1500.0,2442.0,39633.66000000001,2370.0,59226.29999999987,2370.0,527.579999999999,89286.26999999999,19592.63999999986,33.080979227133724,0.9705159705159705,1.4943434444358623
3960,DIAGEO NORTH AMERICA INC,2722,J & B Rare,17.59,21.99,750.0,2252.0,39612.68000000016,2556.0,56206.43999999997,2556.0,2015.52,257032.07000000007,16593.759999999813,29.5228802962789,1.1349911190053286,1.4189002107405948
4425,MARTIGNETTI COMPANIES,1130,Smugglers Notch Bourbon,38.39,47.99,750.0,1031.0,39580.090000000026,712.0,32748.879999999896,712.0,561.3499999999996,144929.24,-6831.21000000013,-20.85936984715249,0.6905916585838991,0.8274079215080076
9165,ULTRA BEVERAGE COMPANY LLP,13979,Jos Phelps Pnt Nr,22.87,34.99,750.0,1730.0,39565.1000000001,1668.0,58363.32000000001,1668.0,185.30999999999977,68054.70000000003,18798.219999999907,32.20896275263282,0.9641618497109826,1.4751212558542721
4425,MARTIGNETTI COMPANIES,16380,Duboeuf Bjls Nouveau 2014,4.69,6.99,750.0,8431.0,39541.38999999999,7711.0,84743.89000000023,7711.0,866.3400000000029,144929.24,45202.50000000024,53.34012871016437,0.9146008777132013,2.1431692209100452
12546,JIM BEAM BRANDS COMPANY,3521,Effen Vodka,18.65,24.99,750.0,2119.0,39519.35000000019,1773.0,35977.269999999786,1773.0,1397.270000000006,123880.96999999999,-3542.080000000402,-9.845327341403122,0.8367154318074563,0.9103709954743592
17035,PERNOD RICARD USA,7969,Sandeman Founders RSV Port,9.03,15.99,750.0,4370.0,39461.10000000017,4381.0,66311.19000000026,4381.0,484.57000000000403,123780.21999999997,26850.09000000009,40.491039295177764,1.0025171624713958,1.680419197640207
8673,STE MICHELLE WINE ESTATES,41143,Red Diamond Cab Svgn Wash,5.26,11.99,750.0,7492.0,39407.920000000115,7341.0,63165.15000000037,7341.0,818.8600000000131,15919.700000000003,23757.230000000258,37.61129356931808,0.9798451681793914,1.6028541978363788
653,STATE WINE & SPIRITS,25539,Three Knights Svgn Bl,7.09,10.49,750.0,5556.0,39392.04000000014,5501.0,54954.98999999989,5501.0,615.410000000005,8014.98,15562.94999999975,28.31944833399075,0.990100791936645,1.395078548864179
4950,LATITUDE BEVERAGE COMPANY,16749,Ninety+Cellars Lot 50 Prosco,7.53,10.99,750.0,5223.0,39329.190000000126,4681.0,39554.18999999978,4681.0,524.6600000000017,1609.9999999999995,224.99999999965075,0.5688398624763952,0.8962282213287383,1.0057209416212145
6785,PALM BAY INTERNATIONAL INC,6586,Citra Montepulciano,6.7,10.99,1500.0,5863.0,39282.10000000003,5834.0,63120.659999999996,5834.0,1304.5400000000143,13605.409999999998,23838.55999999997,37.76665199635107,0.9950537267610439,1.6068555398005695
9552,M S WALKER INC,25212,Mionetto Prosecco Extra Dry,10.66,15.99,750.0,3684.0,39271.44000000012,3187.0,38763.12999999974,3187.0,355.6600000000002,55551.819999999985,-508.310000000376,-1.3113234148026214,0.8650922909880565,0.987056497037023
4425,MARTIGNETTI COMPANIES,45246,Shoofly Shiraz,7.23,10.99,750.0,5431.0,39266.12999999996,5418.0,38679.81999999973,5418.0,606.6600000000033,144929.24,-586.3100000002305,-1.5158033310398926,0.9976063340084699,0.9850683018672777
653,STATE WINE & SPIRITS,25540,Richard Grant Cuvee Rose Brt,9.45,13.99,750.0,4154.0,39255.30000000007,4066.0,56883.33999999993,4066.0,453.73000000000206,8014.98,17628.039999999863,30.989811779687837,0.9788155994222436,1.4490614006261533
3960,DIAGEO NORTH AMERICA INC,3377,Tanqueray Rangpur Gin,18.25,24.99,750.0,2150.0,39237.5,2222.0,53805.779999999904,2222.0,1752.3600000000051,257032.07000000007,14568.279999999904,27.07567848658626,1.0334883720930232,1.371284612934053
12546,JIM BEAM BRANDS COMPANY,6553,Harveys Bristol Cream Sherry,7.74,13.99,750.0,5065.0,39203.099999999984,4928.0,68768.72000000044,4928.0,544.3300000000081,123880.96999999999,29565.620000000454,42.992831624611114,0.9729516288252714,1.7541653593721023
660,SAZERAC NORTH AMERICA INC.,5897,99 Bananas,7.46,12.99,750.0,5254.0,39194.8399999999,5293.0,70779.07000000101,5293.0,4172.619999999943,17932.329999999994,31584.23000000111,44.62368606990832,1.00742291587362,1.8058262261053033
480,BACARDI USA INC,2742,Aberfeldy 12 Yr Single Malt,37.98,53.99,750.0,1029.0,39081.41999999999,881.0,42761.18999999987,881.0,694.9199999999989,89286.26999999999,3679.7699999998804,8.605396622497857,0.8561710398445093,1.0941565071074664
3252,E & J GALLO WINERY,10296,Alamos Slcn Malbec Mendoza,9.73,15.99,750.0,4016.0,39075.67999999987,3934.0,62768.160000000105,3934.0,436.0800000000022,61966.909999999996,23692.480000000236,37.74601645165351,0.9795816733067729,1.6063229097996583
1392,CONSTELLATION BRANDS INC,21834,Meiomi Chard,10.52,19.99,750.0,3711.0,39039.72000000006,3521.0,55900.78999999983,3521.0,392.4400000000004,79528.99,16861.069999999774,30.16248965354483,0.9488008623012665,1.4318952594946825
1392,CONSTELLATION BRANDS INC,24453,Estancia Meritage,15.43,22.99,750.0,2530.0,39037.9000000001,2694.0,63306.0600000001,2694.0,299.48999999999967,79528.99,24268.159999999996,38.334655481639444,1.0648221343873518,1.6216563903283714
9165,ULTRA BEVERAGE COMPANY LLP,38652,Carpineto Chianti Clsc RSV,13.65,20.99,750.0,2858.0,39011.700000000026,3488.0,72267.32000000036,3488.0,387.2300000000004,68054.70000000003,33255.62000000033,46.01750832879947,1.2204338698390482,1.8524524693873967
480,BACARDI USA INC,3139,Grey Goose Le Melon,17.64,23.99,750.0,2211.0,39002.03999999993,2220.0,54432.79999999992,2220.0,1749.9400000000028,89286.26999999999,15430.759999999995,28.348275304595788,1.0040705563093624,1.3956398178146585
9165,ULTRA BEVERAGE COMPANY LLP,200,Luxardo Maraschino Liqueur,23.43,29.99,750.0,1663.0,38964.09000000006,1412.0,41955.879999999765,1412.0,1113.6300000000037,68054.70000000003,2991.7899999997026,7.130800259700712,0.8490679494888755,1.0767832637692731
4692,KOBRAND CORPORATION,21864,Dom Carneros Brut,15.23,22.99,750.0,2551.0,38851.72999999993,2513.0,65147.870000000024,2513.0,279.0599999999997,9139.38,26296.140000000094,40.363775515607934,0.9851038808310466,1.6768331809162718
9552,M S WALKER INC,14008,Cigar Box Malbec Mendoza,8.1,11.99,750.0,4796.0,38847.59999999996,4834.0,58660.65999999986,4834.0,537.8400000000049,55551.819999999985,19813.059999999896,33.77571953673883,1.0079232693911593,1.510020181426907
9165,ULTRA BEVERAGE COMPANY LLP,25290,Notre Dame Cousignac CdR 13,6.89,9.99,750.0,5624.0,38749.360000000175,5487.0,54815.12999999976,5487.0,612.2600000000051,68054.70000000003,16065.769999999582,29.309006473212147,0.9756401137980085,1.4146073638377386
9815,WINE GROUP INC,6974,Benziger Cab Svgn Sonoma,9.08,18.99,750.0,4264.0,38717.11999999987,4020.0,62984.80000000009,4020.0,448.22000000000196,27100.409999999996,24267.68000000022,38.529422971891925,0.9427767354596623,1.626794554966906
12546,JIM BEAM BRANDS COMPANY,3577,Effen Black Cherry & Vanilla,19.08,24.99,750.0,2029.0,38713.32000000008,1739.0,35292.60999999978,1739.0,1370.410000000006,123880.96999999999,-3420.7100000002974,-9.692425694785165,0.8570724494825037,0.9116399730118654
8004,SAZERAC CO INC,4938,Kapali Coffee,7.02,8.99,750.0,5512.0,38694.240000000194,4704.0,43719.95999999928,4704.0,3708.0499999999583,50293.62000000002,5025.719999999084,11.495252969122495,0.8534107402031931,1.1298828972994186
516,BANFI PRODUCTS CORP,8790,Bolla Valpolicella,8.55,12.99,1500.0,4524.0,38680.19999999998,4536.0,63147.640000000036,4536.0,1012.5500000000059,8510.410000000002,24467.440000000053,38.74640445787054,1.0026525198938991,1.6325572256606755
3960,DIAGEO NORTH AMERICA INC,4345,Capt Morgan Tattoo Rum,15.62,19.99,750.0,2476.0,38675.11999999998,2626.0,52493.73999999979,2626.0,2069.7599999999984,257032.07000000007,13818.619999999806,26.324319814133766,1.0605815831987075,1.3572999902779828
2000,SOUTHERN WINE & SPIRITS NE,27567,Zenato Pinot Grigio Veneto,7.23,11.99,750.0,5349.0,38673.270000000055,4486.0,52029.13999999977,4486.0,499.7900000000027,19016.59,13355.869999999712,25.669980322564957,0.8386614320433726,1.3453514533423134
12546,JIM BEAM BRANDS COMPANY,8808,Salignac VS Cognac,13.95,19.99,750.0,2769.0,38627.550000000105,2760.0,51556.39999999973,2760.0,2175.129999999999,123880.96999999999,12928.849999999627,25.077100030257533,0.9967497291440953,1.334705411034342
6785,PALM BAY INTERNATIONAL INC,8837,Santa Rita 120 Cab Svgn,4.13,5.99,750.0,9350.0,38615.50000000005,9273.0,55545.26999999959,9273.0,1033.7500000000223,13605.409999999998,16929.76999999954,30.479228924442463,0.991764705882353,1.438419028628388
10754,PERFECTA WINES,42881,La Bastarda Pnt Gr Sicily,3.92,7.99,750.0,9824.0,38510.080000000184,9615.0,69086.85000000053,9615.0,1072.3200000000234,28720.52,30576.770000000346,44.25845149981525,0.9787255700325733,1.7939939361330903
10754,PERFECTA WINES,17187,The Messenger Telegram Red 2,11.03,16.99,750.0,3490.0,38494.70000000004,3686.0,39487.139999999716,3686.0,411.69000000000165,28720.52,992.4399999996749,2.5133245912458637,1.056160458452722,1.0257812114394884
9625,WESTERN SPIRITS BEVERAGE CO,2514,Bird Dog Peach Whiskey,11.41,14.99,750.0,3369.0,38440.28999999974,3059.0,47354.40999999958,3059.0,2411.319999999995,1933.1899999999996,8914.119999999843,18.824265786438733,0.9079845651528643,1.2318952328403325
1392,CONSTELLATION BRANDS INC,8985,J Roget Spumante,4.44,5.99,750.0,8641.0,38366.03999999971,8415.0,50405.8499999995,8415.0,6623.85999999999,79528.99,12039.809999999787,23.88573945286094,0.9738456197199398,1.3138142482257715
1273,CALEDONIA SPIRITS INC,2192,Caledonia Barr Hill Gin VAP,37.31,49.99,375.0,1028.0,38354.68000000006,658.0,32893.41999999991,658.0,257.65000000000026,1319.7700000000002,-5461.260000000148,-16.602895047095018,0.6400778210116731,0.8576116395704477
9622,WEIN BAUER INC,5836,Bauers Obstler Echt,19.08,24.99,1000.0,2010.0,38350.80000000005,1925.0,49726.749999999774,1925.0,2021.249999999997,222.23,11375.949999999728,22.876922380810687,0.9577114427860697,1.2966287535070902
480,BACARDI USA INC,5318,Benedictine Liqueur Dom,18.65,28.99,750.0,2056.0,38344.40000000002,1880.0,52909.199999999895,1880.0,1482.370000000009,89286.26999999999,14564.799999999872,27.527915750001704,0.914396887159533,1.3798416457161897
3252,E & J GALLO WINERY,7340,Viniq Shimmery Liqueur,14.72,19.99,750.0,2602.0,38301.439999999915,3018.0,57311.81999999985,3018.0,2379.7399999999943,61966.909999999996,19010.379999999932,33.170086031118856,1.1598770176787088,1.496335907997192
1392,CONSTELLATION BRANDS INC,8123,Mouton Cadet Red Brdx,6.53,9.99,750.0,5858.0,38252.74000000017,6203.0,68651.97000000029,6203.0,690.6500000000116,79528.99,30399.23000000012,44.28020055360391,1.0588938204165244,1.7946941839983224
2242,DELICATO VINEYARDS INC,22569,Bota Box Svgn Bl,11.72,17.99,3000.0,3263.0,38242.360000000226,3125.0,57590.74999999994,3125.0,1406.2499999999886,7982.649999999999,19348.389999999716,33.596350108306865,0.9577076310144039,1.505941317429144
8664,"STOLI GROUP,(USA) LLC",749,Stolichnaya Hot Vodka,15.14,19.99,750.0,2524.0,38213.36,1625.0,16683.749999999956,1625.0,1279.4300000000003,18544.489999999998,-21529.610000000044,-129.04538847681187,0.6438193343898574,0.4365946883498325
1189,BULLY BOY DISTILLERS,2130,Bully Boy American Whiskey,22.05,29.99,750.0,1733.0,38212.64999999999,1598.0,47924.019999999815,1598.0,1259.8800000000053,609.3900000000002,9711.369999999828,20.264097210542577,0.9221004039238315,1.254140186561252
9165,ULTRA BEVERAGE COMPANY LLP,25291,Notre Dame Cousignac 13 Gigo,12.41,17.99,750.0,3078.0,38197.97999999983,1934.0,34792.65999999979,1934.0,214.7399999999997,68054.70000000003,-3405.320000000036,-9.787466666820118,0.6283300844704354,0.9108507832089536
9165,ULTRA BEVERAGE COMPANY LLP,6293,Fetzer Gewurz,5.91,9.99,750.0,6462.0,38190.41999999973,6285.0,61499.64999999992,6285.0,699.1300000000087,68054.70000000003,23309.230000000192,37.90140269090998,0.9726090993500465,1.6103423319251362
1392,CONSTELLATION BRANDS INC,8922,Taylor Lake Country Red,5.4,7.99,3000.0,7071.0,38183.39999999922,7135.0,57008.64999999976,7135.0,3210.75000000004,79528.99,18825.25000000054,33.021743191604465,1.009051053599208,1.493021836714408
8004,SAZERAC CO INC,2598,Firefly Apple Pie Moonshine,11.44,16.99,750.0,3336.0,38163.839999999866,3233.0,53521.66999999977,3233.0,2549.0999999999913,50293.62000000002,15357.829999999907,28.6946016445301,0.9691247002398081,1.402418362512786
4425,MARTIGNETTI COMPANIES,21791,Michael David Svgn Bl,6.84,9.99,750.0,5575.0,38133.000000000095,5560.0,55544.40000000003,5560.0,622.1300000000045,144929.24,17411.399999999936,31.346814440339486,0.9973094170403587,1.4565966485721
4692,KOBRAND CORPORATION,28548,St Francis Old Vines Znfdl,11.03,18.99,750.0,3457.0,38130.71000000012,3571.0,59893.28999999995,3571.0,396.4300000000002,9139.38,21762.579999999827,36.33558951261459,1.0329765692797224,1.5707362910367983
12546,JIM BEAM BRANDS COMPANY,757,Jim Beam Rye,13.95,17.99,750.0,2732.0,38111.400000000125,2667.0,51773.329999999725,2667.0,2103.789999999998,123880.96999999999,13661.9299999996,26.387968477205682,0.976207906295754,1.3584735800836378
3960,DIAGEO NORTH AMERICA INC,7077,Smirnoff Strawberry Vodka,0.74,0.99,50.0,51403.0,38038.21999999998,45098.0,44647.01999999917,45098.0,2362.4100000000108,257032.07000000007,6608.799999999188,14.802331712170961,0.8773417893897243,1.1737410425619073
9165,ULTRA BEVERAGE COMPANY LLP,27817,Clos Pegase Carneros Chard,10.95,26.99,750.0,3469.0,37985.550000000134,4597.0,74586.03000000006,4597.0,513.410000000002,68054.70000000003,36600.47999999992,49.07149502393396,1.3251657538195445,1.963536923909218
11567,CAMPARI AMERICA,3412,Skyy Infusions Pineapple,9.28,12.99,750.0,4090.0,37955.200000000135,4381.0,48872.18999999942,4381.0,3451.939999999974,20964.809999999998,10916.989999999285,22.337836712452244,1.0711491442542787,1.2876283091644687
9165,ULTRA BEVERAGE COMPANY LLP,13258,ChocoVine,6.49,9.99,750.0,5847.0,37947.02999999999,5809.0,62384.90999999995,5809.0,644.4400000000101,68054.70000000003,24437.87999999996,39.17274225449709,0.9935009406533265,1.643999807099527
9165,ULTRA BEVERAGE COMPANY LLP,21181,Belaire Sparkling Rose,19.72,29.99,750.0,1923.0,37921.55999999992,1797.0,53708.0299999999,1797.0,200.1999999999998,68054.70000000003,15786.46999999998,29.393127992220176,0.9344773790951638,1.4162927369021743
12546,JIM BEAM BRANDS COMPANY,1812,Booker's Rye,225.56,299.99,750.0,168.0,37894.08,168.0,50398.32000000001,168.0,132.2,123880.96999999999,12504.240000000005,24.81082702756759,1.0,1.3299787196311403
388,ATLANTIC IMPORTING COMPANY,2034,Glendalough Double Barrel,21.32,32.99,750.0,1777.0,37885.63999999975,1587.0,45645.12999999977,1587.0,1251.8600000000065,211.7400000000001,7759.49000000002,16.999601052730178,0.8930782217220034,1.2048134860596276
2000,SOUTHERN WINE & SPIRITS NE,11499,C Krug Cab Svgn,18.24,30.99,750.0,2077.0,37884.47999999997,2225.0,62053.74999999997,2225.0,247.74999999999977,19016.59,24169.270000000004,38.94892734121631,1.0712566201251805,1.6379728585426017
9552,M S WALKER INC,4889,Jenkins Coffee Brandy,9.59,14.99,1750.0,3949.0,37870.91000000012,3722.0,43123.77999999967,3722.0,6839.789999999999,55551.819999999985,5252.8699999995515,12.18091271219636,0.9425170929349203,1.138704615231045
10754,PERFECTA WINES,42421,Firesteed Pnt Gris Ore,7.74,13.99,750.0,4888.0,37833.120000000024,4543.0,58930.570000000065,4543.0,505.29000000000593,28720.52,21097.45000000004,35.800519153301956,0.9294189852700491,1.557644994650191
9552,M S WALKER INC,23354,Paul Dolan Deep Red 09 Mendo,10.88,15.99,750.0,3474.0,37797.11999999998,3464.0,69221.36000000006,3464.0,387.3800000000009,55551.819999999985,31424.240000000078,45.39673881010147,0.9971214738054116,1.831392444715367
9206,PHILLIPS PRODUCTS CO.,2680,Tomatin Scotch 14Yr Portwood,43.79,59.99,750.0,863.0,37790.770000000026,568.0,29924.319999999912,568.0,448.0800000000006,2211.83,-7866.4500000001135,-26.28781539563852,0.6581691772885284,0.7918420291515598
17035,PERNOD RICARD USA,3727,Absolut Citron,1.47,1.99,50.0,25708.0,37790.76000000002,25723.0,51188.769999998796,25723.0,1338.2000000000326,123780.21999999997,13398.00999999878,26.17372912066278,1.0005834759607903,1.3545313722189967
3960,DIAGEO NORTH AMERICA INC,3747,Gordons Vodka Traveler,5.18,6.99,750.0,7292.0,37772.55999999999,8147.0,56947.529999999715,8147.0,6417.509999999915,257032.07000000007,19174.969999999725,33.67129355741999,1.1172517827756445,1.5076428497300614
9165,ULTRA BEVERAGE COMPANY LLP,5697,Metcalfe's Maple Liqueur,15.14,24.99,750.0,2493.0,37744.01999999986,2234.0,48259.65999999967,2234.0,1761.1800000000076,68054.70000000003,10515.63999999981,21.7897100808416,0.8961091054953871,1.278604133846894
7245,PROXIMO SPIRITS INC.,5798,1800 Raspberry Margarita RTD,15.87,19.99,1750.0,2376.0,37707.12000000011,2052.0,35943.47999999972,2052.0,3771.7299999999896,38994.78000000001,-1763.6400000003923,-4.906703524534647,0.8636363636363636,0.9532279314887908
11567,CAMPARI AMERICA,4521,Appleton Estate Reserve Rum,16.66,22.99,750.0,2263.0,37701.57999999981,2161.0,49021.38999999969,2161.0,1703.8000000000056,20964.809999999998,11319.809999999874,23.091572882776166,0.9549270879363676,1.3002476288792122
4425,MARTIGNETTI COMPANIES,25716,Grgich Hills Chard Napa,25.8,44.99,750.0,1459.0,37642.19999999996,1306.0,56005.93999999995,1306.0,144.94999999999976,144929.24,18363.73999999999,32.78891489009917,0.8951336531871145,1.487849806865699
9625,WESTERN SPIRITS BEVERAGE CO,2142,Bird Dog Apple Whiskey,10.38,13.99,750.0,3625.0,37627.499999999905,3369.0,51426.309999999634,3369.0,2657.019999999986,1933.1899999999996,13798.809999999728,26.832199315875137,0.9293793103448276,1.3667214138595378
9744,FREDERICK WILDMAN & SONS,6455,Folonari Pinot Grigio Venez,6.09,14.99,1500.0,6176.0,37611.84000000049,7707.0,93958.81000000119,7707.0,1725.1100000000279,3999.9299999999994,56346.9700000007,59.96986339013871,1.2478950777202074,2.4981178799016472
3252,E & J GALLO WINERY,3283,New Amsterdam Apple Vodka,10.39,12.99,750.0,3620.0,37611.80000000005,2131.0,19321.689999999926,2131.0,1678.4499999999998,61966.909999999996,-18290.11000000012,-94.66102602826248,0.5886740331491712,0.513713515439301
4425,MARTIGNETTI COMPANIES,39971,Ch Montelena Cab Svgn Napa,25.33,42.99,750.0,1483.0,37564.389999999934,1708.0,88927.92000000036,1708.0,189.51999999999964,144929.24,51363.53000000043,57.75860944459312,1.1517194875252865,2.36734630856512
